comparacoesAVL	tamanhoAVL	comparacoesABB	tamanhoABB
15	41835	19	41835
15	25760	22	25760
18	32374	18	32374
16	37712	19	37712
15	32387	18	32387
13	7582	19	7582
14	23120	18	23120
15	42392	19	42392
15	29170	21	29170
15	22388	23	22388
13	17214	16	17214
11	422	11	422
16	17885	12	17885
14	19895	18	19895
13	4463	12	4463
15	13752	16	13752
17	27628	20	27628
16	47747	24	47747
15	13991	18	13991
16	58748	22	58748
16	20950	25	20950
14	32301	27	32301
13	5255	27	5255
16	4196	16	4196
14	39405	17	39405
14	12992	14	12992
15	18754	22	18754
13	21239	23	21239
15	38751	21	38751
11	2639	14	2639
16	29964	23	29964
15	23948	20	23948
14	16702	23	16702
12	2350	13	2350
16	7881	17	7881
16	48667	20	48667
15	50273	23	50273
17	54188	18	54188
15	24209	24	24209
16	43838	24	43838
15	30961	15	30961
16	42093	22	42093
16	3732	16	3732
17	59718	30	59718
16	22908	14	22908
14	17483	25	17483
15	27346	15	27346
15	10654	17	10654
16	7825	18	7825
16	2445	14	2445
14	7955	23	7955
15	40125	17	40125
15	44051	20	44051
16	12151	26	12151
16	19529	21	19529
16	57042	22	57042
16	7256	14	7256
16	17120	25	17120
16	12144	24	12144
13	46246	25	46246
15	47083	24	47083
17	36091	18	36091
12	2947	17	2947
15	25785	28	25785
14	20324	21	20324
15	27965	20	27965
14	27606	26	27606
14	10596	23	10596
18	58504	19	58504
16	51814	23	51814
18	54433	26	54433
16	29465	21	29465
17	10258	22	10258
17	34517	22	34517
15	29182	23	29182
14	33165	17	33165
14	28351	21	28351
13	32879	31	32879
15	20171	24	20171
16	36176	18	36176
11	11676	17	11676
16	28125	20	28125
15	52652	16	52652
16	55726	21	55726
16	16627	23	16627
17	48533	26	48533
16	29120	23	29120
15	23882	21	23882
14	5652	16	5652
14	41263	14	41263
16	46479	20	46479
17	29086	23	29086
15	53706	32	53706
17	49426	26	49426
15	54870	21	54870
13	14029	22	14029
17	53742	26	53742
16	58827	18	58827
13	976	16	976
17	52246	29	52246
16	50640	21	50640
15	31760	16	31760
16	21710	19	21710
17	37250	26	37250
15	42628	21	42628
13	27243	28	27243
15	10979	20	10979
12	122	12	122
13	6936	22	6936
14	23506	20	23506
16	48149	14	48149
15	11413	20	11413
16	16157	20	16157
16	43874	21	43874
13	4391	21	4391
16	41041	22	41041
15	12993	30	12993
15	4625	7	4625
16	23044	19	23044
17	30608	15	30608
18	51103	21	51103
17	52130	14	52130
14	24313	21	24313
16	23351	25	23351
14	14693	18	14693
16	34270	18	34270
15	22178	25	22178
17	52020	17	52020
17	49169	20	49169
9	131	8	131
13	24576	22	24576
12	2770	13	2770
15	42759	20	42759
16	49536	29	49536
15	53737	24	53737
16	28291	20	28291
16	32823	20	32823
14	16439	25	16439
13	20587	26	20587
16	46102	18	46102
15	36665	17	36665
15	24978	16	24978
16	27143	21	27143
16	49657	20	49657
18	57056	26	57056
11	18667	27	18667
15	20928	29	20928
14	13936	21	13936
15	18370	23	18370
14	11972	20	11972
14	24557	15	24557
15	16899	19	16899
13	3991	12	3991
14	27423	16	27423
17	6067	17	6067
12	4122	20	4122
16	51998	26	51998
16	45189	27	45189
14	20167	24	20167
15	34724	18	34724
17	53320	24	53320
13	24810	23	24810
16	43898	34	43898
16	46913	36	46913
15	41248	23	41248
14	40837	23	40837
16	9366	9	9366
16	17912	16	17912
10	5814	17	5814
16	43921	26	43921
15	48119	25	48119
16	39398	24	39398
14	4184	18	4184
15	34416	16	34416
11	1464	11	1464
18	59109	22	59109
17	52785	25	52785
15	23665	18	23665
13	9683	19	9683
15	53778	31	53778
15	27439	17	27439
17	52102	18	52102
16	34251	27	34251
16	19436	16	19436
16	37290	25	37290
16	57482	20	57482
14	15955	16	15955
14	48365	21	48365
16	50801	28	50801
17	40764	20	40764
12	8614	16	8614
13	14065	20	14065
16	22011	22	22011
16	49450	18	49450
16	23430	16	23430
17	16275	19	16275
15	31615	21	31615
15	36290	17	36290
16	195	13	195
15	19733	26	19733
16	15687	21	15687
16	40730	27	40730
16	4907	11	4907
16	26454	20	26454
16	42193	18	42193
16	40367	19	40367
15	31980	18	31980
16	40384	22	40384
15	5273	23	5273
13	2109	15	2109
16	7822	24	7822
14	57374	30	57374
15	36359	15	36359
12	3610	19	3610
12	11015	25	11015
16	33840	20	33840
16	19564	25	19564
15	35731	25	35731
14	992	15	992
7	327	13	327
15	44345	26	44345
16	15056	22	15056
17	58689	29	58689
15	33794	20	33794
15	38485	15	38485
17	51315	14	51315
16	41761	20	41761
16	51126	24	51126
15	27861	18	27861
16	1493	16	1493
15	43164	20	43164
14	8591	22	8591
17	42751	28	42751
16	9618	16	9618
15	27135	20	27135
17	59470	19	59470
16	28856	21	28856
16	35466	26	35466
16	39853	27	39853
14	10480	26	10480
15	37574	23	37574
15	24026	23	24026
16	44206	27	44206
15	13932	15	13932
16	3987	21	3987
16	55220	24	55220
15	24123	23	24123
15	23550	24	23550
15	30951	21	30951
13	228	12	228
16	51647	22	51647
16	16521	23	16521
16	35269	11	35269
13	1792	18	1792
14	31358	23	31358
15	26583	19	26583
15	43552	20	43552
15	22483	12	22483
16	21397	15	21397
16	39386	23	39386
16	51616	25	51616
15	42872	18	42872
11	3616	18	3616
16	56823	22	56823
14	18338	29	18338
15	19820	24	19820
16	7302	19	7302
16	55911	20	55911
15	20198	23	20198
15	51507	17	51507
15	46195	31	46195
14	24184	21	24184
15	23079	17	23079
15	10317	22	10317
12	24086	24	24086
14	30381	26	30381
15	11783	16	11783
16	22027	22	22027
14	28303	21	28303
17	12285	30	12285
16	23818	31	23818
13	36012	20	36012
16	15220	23	15220
15	7370	19	7370
16	46015	14	46015
15	28766	25	28766
15	40493	18	40493
15	25400	21	25400
13	9264	18	9264
15	44623	25	44623
17	49232	19	49232
12	5282	16	5282
12	2960	19	2960
17	45403	23	45403
16	12583	23	12583
16	58871	28	58871
15	41952	21	41952
15	40442	26	40442
17	45065	25	45065
16	42488	26	42488
16	3520	19	3520
14	31733	17	31733
13	6573	17	6573
15	33900	21	33900
14	43515	28	43515
16	43589	20	43589
15	55926	19	55926
16	48170	18	48170
17	55874	25	55874
16	56095	16	56095
16	533	20	533
15	47445	32	47445
14	39816	20	39816
16	59027	29	59027
16	33459	15	33459
13	15871	20	15871
17	35210	22	35210
15	54197	25	54197
15	24330	24	24330
17	19832	21	19832
14	5963	19	5963
17	22792	26	22792
16	18546	16	18546
16	47134	28	47134
16	35339	27	35339
16	19430	19	19430
17	29621	15	29621
14	38858	27	38858
16	51162	19	51162
14	12545	19	12545
17	49109	23	49109
16	11029	23	11029
17	32485	24	32485
16	45034	28	45034
16	35550	13	35550
16	28358	24	28358
16	17480	22	17480
18	36082	29	36082
13	15802	20	15802
19	57296	19	57296
16	11461	26	11461
14	25612	18	25612
13	42228	18	42228
15	27331	12	27331
9	821	13	821
16	36424	24	36424
16	28013	16	28013
16	57005	21	57005
16	56203	14	56203
16	33975	15	33975
13	19796	22	19796
13	37737	16	37737
15	28872	18	28872
15	54161	24	54161
16	1222	13	1222
16	4210	15	4210
12	13590	17	13590
15	30842	24	30842
13	19419	25	19419
14	19738	22	19738
16	8527	21	8527
17	52131	29	52131
19	52222	26	52222
16	29912	18	29912
15	27680	14	27680
17	56932	17	56932
18	47392	19	47392
13	3762	26	3762
15	49085	16	49085
16	44687	22	44687
12	15222	20	15222
14	14697	16	14697
13	26914	12	26914
16	18904	15	18904
17	51869	23	51869
13	39690	20	39690
17	48873	17	48873
16	12244	10	12244
16	57243	24	57243
16	45020	29	45020
14	26332	24	26332
13	2466	14	2466
15	39180	17	39180
14	27553	25	27553
12	6676	17	6676
14	52769	24	52769
16	58394	28	58394
12	2446	15	2446
17	57520	26	57520
17	54483	27	54483
14	49650	24	49650
14	40884	23	40884
16	53682	21	53682
14	19988	19	19988
15	28275	19	28275
17	57443	30	57443
17	45424	24	45424
15	49313	20	49313
17	49016	25	49016
10	120	7	120
12	16227	21	16227
16	44271	21	44271
13	28341	23	28341
14	32268	24	32268
15	7539	19	7539
17	17213	15	17213
16	20863	24	20863
17	41133	17	41133
15	38585	21	38585
14	47195	24	47195
16	19950	29	19950
18	17764	19	17764
16	14747	25	14747
14	2977	13	2977
13	10533	21	10533
15	49493	30	49493
15	5423	15	5423
17	44404	18	44404
16	43975	32	43975
14	10405	16	10405
12	7031	20	7031
15	57278	17	57278
15	3370	19	3370
14	1905	12	1905
13	14232	25	14232
15	48794	22	48794
17	51217	18	51217
13	3247	19	3247
15	25265	17	25265
15	43795	22	43795
17	53605	19	53605
16	16062	22	16062
14	7760	21	7760
16	47170	28	47170
14	13277	22	13277
14	48892	24	48892
14	25754	17	25754
12	471	14	471
12	8841	20	8841
16	19869	25	19869
14	15217	17	15217
14	11818	22	11818
15	41061	16	41061
15	51156	24	51156
6	1388	11	1388
14	9986	15	9986
13	37913	31	37913
12	8418	15	8418
17	43615	24	43615
12	18350	19	18350
17	48140	18	48140
16	45519	23	45519
17	32582	21	32582
14	36933	31	36933
15	13088	26	13088
14	12180	28	12180
13	2197	23	2197
16	56882	15	56882
15	36049	17	36049
16	32154	29	32154
16	49296	29	49296
16	43808	20	43808
17	55675	27	55675
10	9051	21	9051
17	57780	19	57780
13	39394	22	39394
17	54244	27	54244
14	17648	24	17648
15	30962	34	30962
15	42413	26	42413
16	24401	22	24401
15	12023	11	12023
15	36004	29	36004
17	51908	26	51908
15	13410	19	13410
16	22341	30	22341
11	6172	18	6172
14	58179	29	58179
15	42307	24	42307
17	24522	27	24522
12	4178	19	4178
15	33455	22	33455
13	17265	20	17265
16	45634	20	45634
16	1799	12	1799
17	50498	23	50498
17	58035	16	58035
15	10304	24	10304
17	39793	21	39793
15	18194	21	18194
16	5978	22	5978
15	18716	16	18716
9	3597	19	3597
16	40109	23	40109
17	34461	20	34461
18	57840	21	57840
16	57756	32	57756
16	16604	18	16604
17	58508	23	58508
14	17445	19	17445
16	28959	21	28959
15	26768	17	26768
17	7206	25	7206
17	51299	30	51299
15	32939	23	32939
16	5384	20	5384
14	33812	19	33812
15	51702	21	51702
15	14134	20	14134
15	7266	24	7266
15	51303	17	51303
16	31398	17	31398
15	29252	25	29252
14	29453	22	29453
16	58248	28	58248
14	27286	20	27286
13	39756	22	39756
16	14392	16	14392
14	21831	26	21831
17	22085	18	22085
16	33108	24	33108
18	25427	26	25427
11	2193	17	2193
14	7568	16	7568
16	59618	14	59618
14	36301	18	36301
15	49342	23	49342
16	16221	20	16221
13	34808	22	34808
15	6786	19	6786
17	21531	23	21531
16	37927	25	37927
16	49181	21	49181
13	10866	26	10866
17	55727	17	55727
16	44677	26	44677
16	23780	21	23780
17	13271	22	13271
14	28295	21	28295
13	15082	23	15082
14	21021	19	21021
17	57546	25	57546
17	20887	14	20887
15	1183	10	1183
11	642	12	642
16	33659	22	33659
17	59079	20	59079
17	43118	24	43118
16	24792	27	24792
15	1271	12	1271
16	27038	18	27038
15	24409	17	24409
14	37571	23	37571
14	16379	21	16379
17	16982	21	16982
16	48731	19	48731
16	23165	24	23165
16	38512	30	38512
15	26657	26	26657
15	13507	20	13507
14	27693	18	27693
13	13874	21	13874
13	9233	15	9233
15	26830	20	26830
15	34903	30	34903
13	9364	22	9364
16	16452	23	16452
13	3197	19	3197
16	24446	22	24446
15	37472	23	37472
17	37094	17	37094
14	21684	20	21684
16	33091	19	33091
17	38276	14	38276
17	22325	21	22325
16	6750	19	6750
15	37640	23	37640
15	21403	16	21403
16	26219	27	26219
17	2431	20	2431
16	53256	22	53256
16	26840	23	26840
16	36596	21	36596
14	9635	19	9635
15	20173	18	20173
9	1678	21	1678
14	9151	18	9151
17	28335	22	28335
15	59009	21	59009
13	2728	11	2728
13	18560	21	18560
16	44594	20	44594
16	5909	20	5909
18	53462	28	53462
15	53957	16	53957
16	22361	21	22361
17	54754	21	54754
17	36184	26	36184
15	33751	22	33751
16	16437	16	16437
13	9275	24	9275
17	48378	15	48378
17	15114	14	15114
15	26018	20	26018
15	18594	20	18594
15	4800	22	4800
13	11893	21	11893
13	11850	16	11850
16	31639	25	31639
16	24841	18	24841
17	57836	23	57836
15	28163	25	28163
15	26518	25	26518
16	43338	16	43338
16	26847	21	26847
16	18698	16	18698
14	5926	15	5926
16	49764	21	49764
9	3291	12	3291
15	11835	15	11835
14	43225	26	43225
15	33600	18	33600
14	10547	18	10547
16	28353	15	28353
14	46730	19	46730
17	26337	23	26337
16	21142	26	21142
17	56004	16	56004
16	14715	23	14715
16	36255	19	36255
16	24731	21	24731
15	17084	17	17084
14	49122	20	49122
16	43325	23	43325
16	21883	30	21883
13	1015	10	1015
15	31526	23	31526
16	53522	27	53522
11	2207	21	2207
16	5713	20	5713
16	58036	19	58036
17	28724	23	28724
15	49050	21	49050
15	1234	13	1234
16	36280	25	36280
16	44099	18	44099
15	7160	15	7160
16	26043	20	26043
16	47390	25	47390
15	55346	16	55346
15	45619	18	45619
16	57341	17	57341
16	38205	22	38205
13	2045	13	2045
16	52621	31	52621
14	4542	18	4542
15	23186	24	23186
17	24977	25	24977
13	19256	19	19256
17	59440	19	59440
15	49707	25	49707
15	36339	24	36339
15	24914	22	24914
14	33031	24	33031
15	58221	18	58221
13	2280	16	2280
16	40908	24	40908
17	28094	26	28094
14	4486	20	4486
15	46620	28	46620
14	26130	19	26130
16	9561	23	9561
12	12021	19	12021
15	22192	19	22192
17	56120	19	56120
15	10874	20	10874
16	48234	25	48234
15	43509	32	43509
14	6219	20	6219
15	10205	15	10205
16	17201	20	17201
16	12110	24	12110
16	48409	15	48409
14	19245	19	19245
17	41083	23	41083
17	52950	27	52950
14	42431	21	42431
15	42411	19	42411
14	48557	26	48557
14	18222	24	18222
17	32117	20	32117
13	1247	18	1247
15	41500	26	41500
16	35820	14	35820
15	45414	19	45414
15	22407	21	22407
13	26251	22	26251
16	45379	24	45379
15	6394	22	6394
15	35812	25	35812
16	57399	22	57399
14	10109	21	10109
16	53518	20	53518
16	57334	24	57334
15	22589	21	22589
15	13378	24	13378
17	3553	16	3553
16	9145	18	9145
15	30578	28	30578
14	52014	26	52014
15	33905	26	33905
15	49823	21	49823
16	9448	21	9448
14	3207	13	3207
10	8605	15	8605
17	51858	20	51858
16	51763	17	51763
15	26826	31	26826
15	29362	18	29362
13	9961	20	9961
15	18178	13	18178
15	45445	27	45445
13	34329	27	34329
15	2314	26	2314
16	51839	29	51839
16	59713	14	59713
16	38299	31	38299
17	20846	26	20846
16	29582	19	29582
15	11984	10	11984
11	19786	20	19786
16	51888	17	51888
12	28930	26	28930
16	49889	26	49889
18	43902	23	43902
16	39187	22	39187
18	39711	24	39711
15	29701	20	29701
16	42393	20	42393
16	24667	20	24667
15	21559	18	21559
14	10507	24	10507
17	51493	31	51493
12	21885	13	21885
14	39868	18	39868
16	37805	24	37805
16	40062	18	40062
16	45048	19	45048
16	45882	22	45882
17	33349	22	33349
16	30493	18	30493
15	20210	27	20210
17	35663	24	35663
16	58683	18	58683
14	6701	19	6701
14	11727	13	11727
15	13333	20	13333
16	27547	29	27547
17	41308	23	41308
16	25316	17	25316
11	619	10	619
17	17204	27	17204
13	16262	16	16262
17	50508	23	50508
16	37457	17	37457
14	55448	17	55448
17	6570	19	6570
12	7157	21	7157
11	14192	24	14192
15	31237	27	31237
12	5067	24	5067
17	24698	19	24698
15	22729	19	22729
14	3303	18	3303
14	40918	17	40918
16	36885	19	36885
13	19716	19	19716
9	2317	14	2317
15	22766	22	22766
16	53065	27	53065
16	9161	17	9161
17	42976	23	42976
15	28727	25	28727
17	44195	26	44195
17	49676	20	49676
17	40453	19	40453
17	58112	25	58112
14	4554	17	4554
16	58731	23	58731
15	52750	19	52750
17	57167	17	57167
14	49238	23	49238
16	30206	19	30206
16	28966	25	28966
17	55807	23	55807
16	13714	16	13714
15	19509	24	19509
16	3395	17	3395
15	18781	21	18781
12	2475	18	2475
16	22083	19	22083
13	1475	23	1475
16	39359	22	39359
11	18151	23	18151
14	3792	17	3792
16	38477	21	38477
15	11215	21	11215
12	12952	15	12952
14	21452	24	21452
12	16293	21	16293
18	57147	22	57147
16	47479	13	47479
17	56745	19	56745
15	31025	25	31025
12	4701	21	4701
15	31208	19	31208
16	30219	32	30219
17	45606	20	45606
17	29938	27	29938
17	59320	28	59320
13	19124	26	19124
15	55527	32	55527
15	29525	21	29525
15	24441	22	24441
17	51334	14	51334
16	19591	22	19591
16	43949	32	43949
13	31080	22	31080
15	38371	26	38371
15	4506	16	4506
15	33555	19	33555
14	36805	23	36805
11	5981	23	5981
16	49265	27	49265
16	31307	23	31307
15	46124	16	46124
14	27741	16	27741
16	42521	22	42521
15	35427	25	35427
17	49192	19	49192
16	58813	21	58813
17	32573	15	32573
15	36671	30	36671
16	31909	26	31909
14	39950	27	39950
14	17723	17	17723
16	3117	21	3117
12	10168	26	10168
17	39680	25	39680
13	9406	20	9406
16	9488	16	9488
15	35155	23	35155
13	4933	17	4933
16	15364	25	15364
17	59595	28	59595
15	32618	23	32618
11	3697	22	3697
16	24400	27	24400
13	13603	23	13603
11	2833	21	2833
12	2868	15	2868
14	34139	17	34139
16	6960	15	6960
17	53012	21	53012
16	28282	19	28282
15	32504	21	32504
16	28176	17	28176
15	37206	22	37206
14	9174	22	9174
11	85	11	85
15	17155	24	17155
11	3248	20	3248
16	39553	24	39553
15	3675	13	3675
18	19279	28	19279
15	48958	22	48958
17	49514	19	49514
16	30242	25	30242
14	4877	22	4877
17	54027	22	54027
12	2859	18	2859
16	13921	20	13921
13	6556	20	6556
18	42210	25	42210
12	14672	21	14672
17	56510	19	56510
16	21394	26	21394
15	21404	18	21404
15	59377	22	59377
14	31885	23	31885
15	50610	28	50610
16	42689	28	42689
17	24896	21	24896
15	55243	26	55243
16	15192	23	15192
16	53071	20	53071
11	8801	14	8801
15	24365	19	24365
15	29507	24	29507
16	2307	22	2307
14	3964	18	3964
15	45411	26	45411
16	23242	23	23242
13	10721	25	10721
16	17674	26	17674
16	40962	26	40962
14	13075	22	13075
14	48052	19	48052
16	43821	23	43821
13	29257	13	29257
15	38324	25	38324
16	26728	22	26728
16	47818	28	47818
16	52995	23	52995
14	9212	22	9212
14	50750	19	50750
18	58966	22	58966
14	41096	27	41096
14	17712	23	17712
16	41654	26	41654
17	42343	22	42343
16	49306	23	49306
17	56845	26	56845
14	11765	12	11765
17	57561	26	57561
15	17624	22	17624
12	413	10	413
15	37876	24	37876
16	42745	20	42745
15	37469	14	37469
17	50106	19	50106
12	14591	17	14591
18	31494	23	31494
17	31068	26	31068
17	27665	20	27665
16	19545	16	19545
16	33273	18	33273
16	34220	22	34220
15	54319	23	54319
14	27214	27	27214
17	53907	30	53907
15	6653	17	6653
16	54316	36	54316
16	52872	10	52872
16	24100	23	24100
17	48379	21	48379
15	10877	15	10877
14	6442	14	6442
16	37684	29	37684
16	44073	32	44073
17	18207	25	18207
16	35790	18	35790
14	17985	10	17985
16	35830	24	35830
16	12554	14	12554
18	55860	27	55860
16	15215	13	15215
15	55298	27	55298
11	9680	17	9680
13	5321	19	5321
15	41173	16	41173
16	12740	25	12740
14	13904	17	13904
15	37069	23	37069
17	40331	25	40331
14	47176	23	47176
14	34649	16	34649
17	44618	28	44618
14	14854	24	14854
17	51270	19	51270
18	45521	23	45521
17	57779	23	57779
15	15370	20	15370
16	33899	30	33899
16	45007	26	45007
17	58163	25	58163
18	11582	27	11582
13	29080	24	29080
14	16369	24	16369
16	23723	23	23723
16	23416	21	23416
16	28550	24	28550
18	36276	18	36276
17	55628	26	55628
15	20117	19	20117
11	7926	18	7926
13	5307	13	5307
17	1789	14	1789
15	30517	23	30517
16	46480	30	46480
16	50880	24	50880
16	44421	24	44421
15	23548	22	23548
17	31210	18	31210
14	7948	28	7948
15	11188	23	11188
16	28917	26	28917
14	26041	22	26041
17	47116	28	47116
15	20187	25	20187
16	11561	15	11561
17	44894	22	44894
18	11908	27	11908
16	6253	20	6253
15	10070	18	10070
17	33392	19	33392
15	11684	15	11684
14	2791	20	2791
17	57115	22	57115
17	35099	17	35099
16	7692	23	7692
15	9742	24	9742
17	30726	30	30726
16	27808	26	27808
17	54019	21	54019
16	36033	27	36033
14	5948	21	5948
14	24536	26	24536
15	58864	25	58864
16	56827	20	56827
18	4388	18	4388
16	53255	22	53255
16	9950	24	9950
17	46597	24	46597
16	22172	25	22172
17	35990	18	35990
15	10065	14	10065
15	18710	26	18710
16	23902	14	23902
16	6969	23	6969
16	45712	16	45712
15	17038	19	17038
16	19104	18	19104
17	49245	22	49245
15	56180	26	56180
17	52570	20	52570
13	24344	23	24344
12	3872	21	3872
12	2311	16	2311
15	31421	21	31421
15	8031	22	8031
15	43805	24	43805
12	13979	19	13979
18	57217	24	57217
15	42668	25	42668
17	47157	27	47157
15	42524	24	42524
15	17783	23	17783
14	27897	26	27897
16	12130	13	12130
13	27732	25	27732
14	14493	20	14493
15	10653	17	10653
15	40074	24	40074
11	909	13	909
13	5714	13	5714
15	32219	24	32219
12	12682	22	12682
17	26039	16	26039
16	9780	20	9780
15	6072	17	6072
17	45142	23	45142
17	59025	24	59025
10	2251	16	2251
15	37711	24	37711
14	59720	20	59720
15	42474	15	42474
13	16373	16	16373
15	31140	28	31140
18	26857	20	26857
14	51297	24	51297
16	17187	15	17187
16	46270	21	46270
16	33964	16	33964
17	5145	17	5145
17	28098	27	28098
14	32239	27	32239
16	53627	23	53627
15	55830	19	55830
13	23084	21	23084
15	4279	21	4279
15	35903	15	35903
18	23992	22	23992
14	9993	23	9993
16	16229	27	16229
17	56210	19	56210
14	18619	20	18619
17	42342	30	42342
12	5097	15	5097
15	3760	15	3760
13	17718	21	17718
16	43700	31	43700
13	17437	22	17437
15	26173	24	26173
17	53029	26	53029
14	59600	29	59600
15	16224	17	16224
16	10215	20	10215
16	22222	18	22222
14	26540	26	26540
15	50910	22	50910
11	3718	21	3718
17	54637	26	54637
18	59500	22	59500
17	57344	13	57344
18	26818	26	26818
17	58935	26	58935
14	37975	18	37975
13	2720	17	2720
14	22927	25	22927
15	55301	30	55301
16	55488	29	55488
15	23344	26	23344
14	50271	22	50271
15	14181	20	14181
15	4793	27	4793
15	54031	19	54031
16	31898	17	31898
15	48492	29	48492
17	48204	26	48204
15	14664	21	14664
16	58750	30	58750
15	44045	20	44045
18	34702	16	34702
13	6837	20	6837
14	30611	24	30611
14	33275	27	33275
14	9728	15	9728
15	21520	16	21520
15	36992	28	36992
16	40717	20	40717
13	21020	18	21020
15	10688	19	10688
15	7534	15	7534
17	56306	29	56306
17	48662	17	48662
17	46606	26	46606
15	19232	16	19232
14	12980	18	12980
16	41906	15	41906
14	12675	23	12675
16	8528	25	8528
12	41604	26	41604
16	17467	21	17467
13	2558	13	2558
14	13502	24	13502
14	5958	19	5958
17	56974	23	56974
15	29800	20	29800
15	17370	25	17370
13	13268	24	13268
17	12989	13	12989
16	47980	27	47980
14	46542	18	46542
17	22716	22	22716
14	45852	19	45852
16	59886	16	59886
11	3432	18	3432
15	43223	23	43223
14	10573	19	10573
15	10966	21	10966
16	39528	20	39528
18	35586	25	35586
18	57571	23	57571
13	24917	21	24917
15	15828	22	15828
9	2535	19	2535
16	24355	23	24355
16	44138	24	44138
15	31410	18	31410
16	3265	15	3265
16	57639	21	57639
17	13719	22	13719
8	6730	16	6730
14	45296	21	45296
14	6625	22	6625
14	4413	21	4413
15	55965	20	55965
14	28745	30	28745
15	21457	25	21457
18	18681	18	18681
15	21342	24	21342
17	58464	19	58464
16	57818	20	57818
14	8266	16	8266
15	45781	21	45781
14	13697	16	13697
16	43851	24	43851
12	19703	25	19703
16	48808	15	48808
17	45119	20	45119
16	51342	23	51342
15	22710	25	22710
14	12589	12	12589
15	35480	20	35480
16	30471	17	30471
16	52205	24	52205
17	9470	14	9470
15	44189	20	44189
15	58934	21	58934
16	22647	13	22647
15	20581	24	20581
10	5624	18	5624
16	11997	20	11997
15	19144	26	19144
17	1588	16	1588
15	40741	17	40741
16	16953	22	16953
15	56620	23	56620
17	55336	23	55336
14	14646	12	14646
15	55084	26	55084
16	29505	17	29505
16	22912	18	22912
15	40864	17	40864
14	43202	20	43202
15	43114	20	43114
16	36919	26	36919
15	28233	18	28233
16	48800	28	48800
13	59703	24	59703
16	27294	17	27294
15	11534	21	11534
15	57764	23	57764
16	18304	26	18304
15	28877	24	28877
15	20002	21	20002
14	25810	17	25810
16	37885	24	37885
16	21305	27	21305
16	27212	21	27212
18	18625	18	18625
15	38257	16	38257
17	23832	18	23832
17	50313	19	50313
17	52903	29	52903
16	55267	31	55267
16	19817	18	19817
13	15814	23	15814
15	39370	24	39370
16	35279	29	35279
16	49400	25	49400
15	24083	16	24083
14	3511	14	3511
15	38200	13	38200
14	23785	22	23785
16	30804	24	30804
18	15939	28	15939
16	11670	29	11670
9	4919	14	4919
15	45883	25	45883
17	45376	17	45376
16	23223	18	23223
16	51111	26	51111
16	5377	19	5377
15	49110	24	49110
12	16920	28	16920
12	7353	19	7353
16	26994	25	26994
13	38225	22	38225
16	34565	17	34565
16	16481	17	16481
14	34748	25	34748
13	12283	20	12283
16	45735	18	45735
16	6366	15	6366
17	8451	24	8451
17	37900	22	37900
15	18847	21	18847
15	47821	20	47821
13	13179	25	13179
15	8247	18	8247
17	11903	19	11903
16	16689	20	16689
13	12039	25	12039
16	23845	24	23845
15	15088	7	15088
14	60	9	60
16	28763	14	28763
9	970	18	970
14	45435	24	45435
15	51985	28	51985
16	52081	21	52081
17	41095	18	41095
17	45352	18	45352
15	34516	20	34516
16	23576	18	23576
16	45432	27	45432
15	16409	24	16409
15	20179	19	20179
15	18692	30	18692
10	2143	21	2143
13	26544	12	26544
15	40043	17	40043
12	29573	20	29573
17	29989	23	29989
17	39569	26	39569
16	46261	18	46261
17	29138	19	29138
16	10105	23	10105
16	44225	20	44225
15	28018	26	28018
16	38868	22	38868
15	45195	22	45195
16	49804	24	49804
16	7204	19	7204
14	13627	28	13627
14	16967	23	16967
15	24650	13	24650
16	58978	18	58978
15	27835	16	27835
17	58906	22	58906
13	13266	17	13266
15	15499	22	15499
13	15314	27	15314
13	9797	22	9797
13	34191	27	34191
16	53808	26	53808
13	12692	30	12692
12	1333	11	1333
15	10202	19	10202
16	34434	23	34434
15	28999	30	28999
16	39774	17	39774
16	40774	26	40774
15	9911	18	9911
17	36525	22	36525
16	48843	17	48843
16	54136	22	54136
15	40894	23	40894
13	27710	18	27710
11	15682	15	15682
12	7049	13	7049
17	11266	23	11266
12	5660	15	5660
13	368	19	368
15	35915	16	35915
15	40989	15	40989
16	28202	9	28202
17	45004	20	45004
16	39894	25	39894
16	41467	26	41467
13	503	16	503
16	31559	24	31559
14	27615	18	27615
14	11045	18	11045
15	1719	16	1719
17	48729	31	48729
15	11920	26	11920
16	14740	23	14740
17	17727	23	17727
13	28046	22	28046
17	55514	25	55514
16	26293	28	26293
16	30432	18	30432
15	5424	11	5424
17	39169	21	39169
16	19274	17	19274
16	35911	22	35911
16	56414	28	56414
16	23336	21	23336
16	27944	20	27944
13	3462	21	3462
13	34601	22	34601
17	33603	24	33603
13	46867	25	46867
17	14592	20	14592
16	32030	20	32030
16	31871	16	31871
13	30837	24	30837
14	8725	21	8725
15	2396	10	2396
14	17463	24	17463
17	56121	25	56121
13	4114	13	4114
19	57769	19	57769
16	44849	14	44849
18	52385	17	52385
16	12509	14	12509
16	38927	20	38927
16	20430	21	20430
16	44374	26	44374
17	49797	27	49797
15	46487	27	46487
11	2060	20	2060
17	53504	18	53504
16	46174	22	46174
16	30003	17	30003
16	56965	19	56965
17	57126	22	57126
14	3606	17	3606
12	794	11	794
15	43992	29	43992
17	54549	24	54549
16	9175	12	9175
15	25385	18	25385
16	16486	20	16486
14	33410	24	33410
15	8245	16	8245
18	50606	24	50606
16	54610	15	54610
